title_detail,address,opening_hours,seats,title_URL_detail,normalized_url,title_shop,title_URL_shop,access,star,detail_URL,comment,bookmark,price,pop_score
"
                カフェ 安江町ジャルダン
              ","
                石川県金沢市安江町18-12 Machiya5 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,12席,https://tabelog.com/ishikawa/A1701/A170101/17008821/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17008821,カフェ 安江町ジャルダン,https://tabelog.com/ishikawa/A1701/A170101/17008821/,"
              金沢駅 597m (北鉄金沢駅 455m) / カフェ・喫茶店(カフェ)、カフェ・喫茶店(パンケーキ)
            ",3.25,https://tabelog.com/ishikawa/A1701/A170101/17008821/dtlrvwlst/,56,3283,,26.314656779360035
"
                リンツ ショコラ ブティック＆カフェ 金沢百番街Rinto店
              ","
                石川県金沢市木ノ新保町1-1 金沢百番街リント

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 20:00
                          ",14席,https://tabelog.com/ishikawa/A1701/A170101/17010066/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17010066,リンツ ショコラ ブティック＆カフェ 金沢百番街Rinto店,https://tabelog.com/ishikawa/A1701/A170101/17010066/," 金沢駅 24m / カフェ・喫茶店(カフェ)、チョコレート、スイーツ
            ",3.05,https://tabelog.com/ishikawa/A1701/A170101/17010066/dtlrvwlst/,30,353,,17.90135558505801
"
                FIVE Grill & Lounge
              ","
                石川県金沢市広岡1-5-2 ハイアットセントリック金沢 3F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            07:00 - 21:00
                              L.O. 20:30
                          ",188席,https://tabelog.com/ishikawa/A1701/A170101/17012385/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17012385,FIVE Grill & Lounge,https://tabelog.com/ishikawa/A1701/A170101/17012385/," 金沢駅 202m / レストラン、洋食、カフェ・喫茶店(カフェ)
            ",3.34,https://tabelog.com/ishikawa/A1701/A170101/17012385/dtlrvwlst/,47,728,,22.016190264908918
"
                サブリナ
              ","
                石川県金沢市堀川新町3-1 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:00 - 23:00
                          ",89席,https://tabelog.com/ishikawa/A1701/A170101/17009056/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17009056,サブリナ,https://tabelog.com/ishikawa/A1701/A170101/17009056/,"
              金沢駅 222m (北鉄金沢駅 131m) / ビアガーデン、カフェ・喫茶店(カフェ)、ダイニングバー
            ",3.11,https://tabelog.com/ishikawa/A1701/A170101/17009056/dtlrvwlst/,30,686,,20.315559648811504
"
                カフェ&ダイニング エーデル
              ","
                石川県金沢市本町2丁目16-16 ガーデンホテル金沢

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            07:00 - 10:00
                              L.O. 09:45
                          ",60席,https://tabelog.com/ishikawa/A1701/A170101/17000867/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17000867,カフェ&ダイニング エーデル,https://tabelog.com/ishikawa/A1701/A170101/17000867/,"
              金沢駅 232m (北鉄金沢駅 125m) / ビュッフェ、カフェ・喫茶店(カフェ)、洋食
            ",3.07,https://tabelog.com/ishikawa/A1701/A170101/17000867/dtlrvwlst/,12,181,,15.97630052932576
"
                謎屋珈琲店 金沢本店
              ","
                石川県金沢市安江町19-6 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            07:00 - 22:00
                          ",28席,https://tabelog.com/ishikawa/A1701/A170101/17009520/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17009520,謎屋珈琲店 金沢本店,https://tabelog.com/ishikawa/A1701/A170101/17009520/,"
              金沢駅 612m (北鉄金沢駅 467m) / カフェ・喫茶店(喫茶店)
            ",3.37,https://tabelog.com/ishikawa/A1701/A170101/17009520/dtlrvwlst/,88,3162,,27.159760872540037
"
                ファウンテン
              ","
                石川県金沢市本町2-15-1 ホテル日航金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:30 - 19:00
                              L.O. 18:30
                          ",48席,https://tabelog.com/ishikawa/A1701/A170101/17000095/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17000095,ファウンテン,https://tabelog.com/ishikawa/A1701/A170101/17000095/,"
              金沢駅 265m (北鉄金沢駅 221m) / カフェ・喫茶店(喫茶店)、ケーキ、パスタ
            ",3.34,https://tabelog.com/ishikawa/A1701/A170101/17000095/dtlrvwlst/,64,1199,,23.680856631492144
"
                日本茶と酒肴 シメ甘味 胡京
              ","
                石川県金沢市北安江1-5-35 K2ウエストビル 2F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:00 - 16:00
                              L.O. 15:00
                          ","
                  無                ",https://tabelog.com/ishikawa/A1701/A170101/17011974/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17011974,日本茶と酒肴 シメ甘味 胡京,https://tabelog.com/ishikawa/A1701/A170101/17011974/,"
              金沢駅 389m (七ツ屋駅 293m) / カフェ・喫茶店(カフェ)、バー
            ",3.22,https://tabelog.com/ishikawa/A1701/A170101/17011974/dtlrvwlst/,33,1860,,24.24295900638805
"
                広重TEAマジック
              ","
                石川県金沢市広岡1-5-3 クロスゲート金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 20:00
                              L.O. 19:30
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17012350/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17012350,広重TEAマジック,https://tabelog.com/ishikawa/A1701/A170101/17012350/," 金沢駅 202m / カフェ・喫茶店(ティースタンド)、バームクーヘン、カフェ・喫茶店(カフェ)
            ",3.05,https://tabelog.com/ishikawa/A1701/A170101/17012350/dtlrvwlst/,3,46,,11.742950185215678
"
                茶の花 はやしや
              ","
                石川県金沢市安江町15-40 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:30 - 18:00
                          ","
            ",https://tabelog.com/ishikawa/A1701/A170101/17006272/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17006272,茶の花 はやしや,https://tabelog.com/ishikawa/A1701/A170101/17006272/,"
              金沢駅 735m (北鉄金沢駅 592m) / カフェ・喫茶店(カフェ)、カフェ・喫茶店(甘味処)
            ",,, - ,13,,
"
                異世界CAFEパブロフの犬
              ","
                石川県金沢市本町1-8-18 リヴ・アレン 1F シュレディンガーの猫

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
            ",https://tabelog.com/ishikawa/A1701/A170101/17015276/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17015276,異世界CAFEパブロフの犬,https://tabelog.com/ishikawa/A1701/A170101/17015276/,"
              金沢駅 553m (北鉄金沢駅 412m) / カフェ・喫茶店(カフェ)
            ",,, - ,3,,
"
                BELUGA CAFE
              ","
                石川県金沢市堀川新町8-16 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,44席,https://tabelog.com/ishikawa/A1701/A170101/17013154/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013154,BELUGA CAFE,https://tabelog.com/ishikawa/A1701/A170101/17013154/,"
              金沢駅 370m (七ツ屋駅 290m) / カフェ・喫茶店(カフェ)、ビュッフェ
            ",,https://tabelog.com/ishikawa/A1701/A170101/17013154/dtlrvwlst/,1,5,,
"
                オムライスのTAN-POPO
              ","
                石川県金沢市広岡1-5-3 クロスゲート金沢 2F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:00 - 21:00
                              L.O. 料理20:00
                          ",38席,https://tabelog.com/ishikawa/A1701/A170101/17015109/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17015109,オムライスのTAN-POPO,https://tabelog.com/ishikawa/A1701/A170101/17015109/," 金沢駅 213m / カフェ・喫茶店(カフェ)
            ",3.05,https://tabelog.com/ishikawa/A1701/A170101/17015109/dtlrvwlst/,4,79,,13.365181235755337
"
                Lian
              ","
                石川県金沢市堀川新町6-1 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 18:00
                              L.O. 17:30
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17011416/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17011416,Lian,https://tabelog.com/ishikawa/A1701/A170101/17011416/,"
              金沢駅 503m (七ツ屋駅 233m) / カフェ・喫茶店(カフェ)
            ",,, - ,15,,
"
                マックスカフェ 金沢店
              ","
                石川県金沢市中橋町7-12 ホテルリブマックス金沢駅前 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            07:00 - 20:00
                              L.O. 19:30
                          ",32席,https://tabelog.com/ishikawa/A1701/A170101/17011228/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17011228,マックスカフェ 金沢店,https://tabelog.com/ishikawa/A1701/A170101/17011228/," 金沢駅 473m / カフェ・喫茶店(カフェ)、カレー、パスタ
            ",3.01,https://tabelog.com/ishikawa/A1701/A170101/17011228/dtlrvwlst/,3,22,,9.43783758994674
"
                百年珈琲 POP UP marche
              ","
                石川県金沢市木ノ新保町1-1 金沢百番街 Rinto 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
                  無                ",https://tabelog.com/ishikawa/A1701/A170101/17013213/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013213,百年珈琲 POP UP marche,https://tabelog.com/ishikawa/A1701/A170101/17013213/," 金沢駅 121m / カフェ・喫茶店(カフェ)
            ",3.0,https://tabelog.com/ishikawa/A1701/A170101/17013213/dtlrvwlst/,5,30,,10.30196161345544
"
                ワッフラ KANAZAWA
              ","
                石川県金沢市広岡1-5-3 クロスゲート金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 20:00
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17012348/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17012348,ワッフラ KANAZAWA,https://tabelog.com/ishikawa/A1701/A170101/17012348/," 金沢駅 202m / スイーツ、カフェ・喫茶店(カフェ)、ソフトクリーム
            ",,https://tabelog.com/ishikawa/A1701/A170101/17012348/dtlrvwlst/,1,52,,
"
                en reve cafe
              ","
                石川県金沢市堀川新町3-1 金沢フォーラス 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
                  無                ",https://tabelog.com/ishikawa/A1701/A170101/17015244/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17015244,en reve cafe,https://tabelog.com/ishikawa/A1701/A170101/17015244/,"
              金沢駅 206m (北鉄金沢駅 108m) / カフェ・喫茶店(カフェ)、スイーツ
            ",3.04,https://tabelog.com/ishikawa/A1701/A170101/17015244/dtlrvwlst/,2,39,,11.214193540506367
"
                福祉喫茶　つづみ門
              ","
                石川県金沢市本町1丁目10 - 1 金沢福祉用具情報プラザ 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 17:00
                          ",17席,https://tabelog.com/ishikawa/A1701/A170101/17007665/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17007665,福祉喫茶　つづみ門,https://tabelog.com/ishikawa/A1701/A170101/17007665/,"
              金沢駅 426m (北鉄金沢駅 296m) / カフェ・喫茶店(喫茶店)
            ",3.0,https://tabelog.com/ishikawa/A1701/A170101/17007665/dtlrvwlst/,3,24,,9.656627474604601
"
                さくだ 金沢百番街店
              ","
                石川県金沢市木ノ新保町1-1 金沢百番街 ふれあい館

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            08:30 - 20:00
                          ","
            ",https://tabelog.com/ishikawa/A1701/A170101/17008814/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17008814,さくだ 金沢百番街店,https://tabelog.com/ishikawa/A1701/A170101/17008814/," 金沢駅 37m / 和菓子、カフェ・喫茶店(カフェ)
            ",,, - ,10,,
"
                フェルヴェール 金沢本店
              ","
                石川県金沢市西念1-16-9 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 21:00
                          ",48席,https://tabelog.com/ishikawa/A1701/A170101/17013855/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013855,フェルヴェール 金沢本店,https://tabelog.com/ishikawa/A1701/A170101/17013855/,"
              金沢駅 724m (七ツ屋駅 670m) / 洋菓子、カフェ・喫茶店(カフェ)
            ",3.04,https://tabelog.com/ishikawa/A1701/A170101/17013855/dtlrvwlst/,6,146,,15.170915063807358
"
                PAZ
              ","
                石川県金沢市本町2-5-8 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:30 - 22:00
                          ",23席,https://tabelog.com/ishikawa/A1701/A170101/17005559/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17005559,PAZ,https://tabelog.com/ishikawa/A1701/A170101/17005559/,"
              金沢駅 490m (北鉄金沢駅 473m) / カフェ・喫茶店(カフェ)
            ",,https://tabelog.com/ishikawa/A1701/A170101/17005559/dtlrvwlst/,2,24,,
"
                Anthology en reve
              ","
                石川県金沢市本町2-19-20 寿し割烹高崎屋 2F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 16:00
                          ",8席,https://tabelog.com/ishikawa/A1701/A170101/17014802/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17014802,Anthology en reve,https://tabelog.com/ishikawa/A1701/A170101/17014802/,"
              金沢駅 327m (北鉄金沢駅 212m) / カフェ・喫茶店(カフェ)
            ",,https://tabelog.com/ishikawa/A1701/A170101/17014802/dtlrvwlst/,2,28,,
"
                ビーグル
              ","
                石川県金沢市本町2-5-13 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            07:00 - 16:00
                          ",18席,https://tabelog.com/ishikawa/A1701/A170101/17004351/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17004351,ビーグル,https://tabelog.com/ishikawa/A1701/A170101/17004351/,"
              金沢駅 469m (北鉄金沢駅 454m) / カフェ・喫茶店(喫茶店)
            ",3.06,https://tabelog.com/ishikawa/A1701/A170101/17004351/dtlrvwlst/,8,121,,14.700304396883766
"
                IMM食品研究所
              ","
                石川県金沢市広岡1-5-3 クロスゲート金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:00 - 20:00
                          ",12席,https://tabelog.com/ishikawa/A1701/A170101/17014693/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17014693,IMM食品研究所,https://tabelog.com/ishikawa/A1701/A170101/17014693/," 金沢駅 213m / カフェ・喫茶店(カフェ)
            ",3.06,https://tabelog.com/ishikawa/A1701/A170101/17014693/dtlrvwlst/,3,37,,11.13101364876274
"
                茶房 十兵衛
              ","
                石川県金沢市本町2-17-23 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            09:00 - 18:00
                          ",19席,https://tabelog.com/ishikawa/A1701/A170101/17002994/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17002994,茶房 十兵衛,https://tabelog.com/ishikawa/A1701/A170101/17002994/,"
              金沢駅 278m (北鉄金沢駅 166m) / カフェ・喫茶店(喫茶店)、カレー、サンドイッチ
            ",3.08,https://tabelog.com/ishikawa/A1701/A170101/17002994/dtlrvwlst/,6,84,,13.683365869990176
"
                金沢美粋 茶の湯サロン
              ","
                石川県金沢市本町2-15-1 ポルテ金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 19:00
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17009452/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17009452,金沢美粋 茶の湯サロン,https://tabelog.com/ishikawa/A1701/A170101/17009452/,"
              金沢駅 258m (北鉄金沢駅 206m) / カフェ・喫茶店(カフェ)
            ",3.02,https://tabelog.com/ishikawa/A1701/A170101/17009452/dtlrvwlst/,2,89,,13.5894252043974
"
                Cafe&Bar PAUSE BASE
              ","
                石川県金沢市本町2-1-12 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            11:00 - 00:00
                              L.O. 23:30
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17013143/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013143,Cafe&Bar PAUSE BASE,https://tabelog.com/ishikawa/A1701/A170101/17013143/,"
              金沢駅 363m (北鉄金沢駅 272m) / カフェ・喫茶店(カフェ)、ダイニングバー
            ",,, - ,12,,
"
                石川県立音楽堂 カフェ・コンチェルト
              ","
                石川県金沢市昭和町20-1 石川県立音楽堂 2F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 17:00
                          ",50席,https://tabelog.com/ishikawa/A1701/A170101/17011867/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17011867,石川県立音楽堂 カフェ・コンチェルト,https://tabelog.com/ishikawa/A1701/A170101/17011867/," 金沢駅 193m / カフェ・喫茶店(カフェ)
            ",3.05,https://tabelog.com/ishikawa/A1701/A170101/17011867/dtlrvwlst/,4,66,,12.824312489142445
"
                CoCo
              ","
                石川県金沢市笠市町4-10 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
            ",https://tabelog.com/ishikawa/A1701/A170101/17004147/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17004147,CoCo,https://tabelog.com/ishikawa/A1701/A170101/17004147/,"
              金沢駅 611m (北鉄金沢駅 456m) / カフェ・喫茶店(喫茶店)
            ",,, - ,2,,
"
                はす村
              ","
                石川県金沢市本町1-7-15 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,,https://tabelog.com/ishikawa/A1701/A170101/17002923/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17002923,はす村,https://tabelog.com/ishikawa/A1701/A170101/17002923/,"
              金沢駅 547m (北鉄金沢駅 413m) / カフェ・喫茶店(喫茶店)
            ",,, - ,1,,
"
                カフェ プレスタ クロスゲート金沢店
              ","
                石川県金沢市広岡1-5-3 クロスゲート金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 20:00
                          ",,https://tabelog.com/ishikawa/A1701/A170101/17012349/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17012349,カフェ プレスタ クロスゲート金沢店,https://tabelog.com/ishikawa/A1701/A170101/17012349/," 金沢駅 202m / カフェ・喫茶店(カフェ)、チョコレート
            ",3.02,https://tabelog.com/ishikawa/A1701/A170101/17012349/dtlrvwlst/,1,83,,13.381066732506806
"
                君のいれたティー
              ","
                石川県金沢市堀川新町3-1 金沢フォーラス 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
                  無                ",https://tabelog.com/ishikawa/A1701/A170101/17013934/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013934,君のいれたティー,https://tabelog.com/ishikawa/A1701/A170101/17013934/,"
              金沢駅 206m (北鉄金沢駅 108m) / カフェ・喫茶店(カフェ)
            ",3.06,https://tabelog.com/ishikawa/A1701/A170101/17013934/dtlrvwlst/,8,40,,11.363530524115182
"
                モノクロCHAYA
              ","
                石川県金沢市笠市町4-21 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,,https://tabelog.com/ishikawa/A1701/A170101/17013550/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013550,モノクロCHAYA,https://tabelog.com/ishikawa/A1701/A170101/17013550/,"
              金沢駅 610m (北鉄金沢駅 455m) / カフェ・喫茶店(カフェ)
            ",3.07,https://tabelog.com/ishikawa/A1701/A170101/17013550/dtlrvwlst/,5,469,,18.8888893727416
"
                レクラ デュ ヴィル
              ","
                石川県金沢市広岡2-13-5 ホテルマイステイズプレミア金沢 1F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,"
            ",https://tabelog.com/ishikawa/A1701/A170101/17013510/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17013510,レクラ デュ ヴィル,https://tabelog.com/ishikawa/A1701/A170101/17013510/," 金沢駅 427m / カフェ・喫茶店(カフェ)
            ",,, - ,1,,
"
                Ｈバー
              ","
                石川県金沢市広岡1-5-2 ハイアットハウス金沢 3F

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ","
                            10:00 - 19:00
                          ",50席,https://tabelog.com/ishikawa/A1701/A170101/17012494/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17012494,Ｈバー,https://tabelog.com/ishikawa/A1701/A170101/17012494/," 金沢駅 202m / バー、カフェ・喫茶店(カフェ)
            ",3.09,https://tabelog.com/ishikawa/A1701/A170101/17012494/dtlrvwlst/,5,91,,13.972326703081535
"
                リオ
              ","
                石川県金沢市玉川町13-8 

              
                
                    
                

                
                  
                      大きな地図を見る
                  
                    
                      周辺のお店を探す
                    
                
              

          ",,,https://tabelog.com/ishikawa/A1701/A170101/17004425/#title-rstdata,https://tabelog.com/ishikawa/a1701/a170101/17004425,リオ,https://tabelog.com/ishikawa/A1701/A170101/17004425/,"
              金沢駅 632m (北鉄金沢駅 584m) / カフェ・喫茶店(喫茶店)
            ",,, - ,6,,
